,AAPL UW Equity,AXP UN Equity,BA UN Equity,CAT UN Equity,CSCO UW Equity,CVX UN Equity,DIS UN Equity,DWDP UN Equity,GS UN Equity,HD UN Equity,IBM UN Equity,INTC UW Equity,JNJ UN Equity,JPM UN Equity,KO UN Equity,MCD UN Equity,MMM UN Equity,MRK UN Equity,MSFT UW Equity,NKE UN Equity,PFE UN Equity,PG UN Equity,TRV UN Equity,UNH UN Equity,UTX UN Equity,V UN Equity,VZ UN Equity,WBA UW Equity,WMT UN Equity,XOM UN Equity,INDU Index
,Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E)
Dates,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO
1/31/2005,60.0781,19.3775,37.4815,15.7699,21.5172,9.6465,25.9168,#N/A N/A,12.1044,18.2566,20.714,19.3534,20.871,12.402,20.1408,16.6959,22.496,9.0777,20.6929,21.3901,11.3962,21.5943,22.0824,22.5635,18.7138,#N/A N/A,12.7604,#N/A N/A,21.7427,12.9975,17.0551
2/28/2005,70.0937,19.6681,40.7185,16.823,20.7777,11.0084,25.2922,#N/A N/A,11.6364,17.708,20.5277,20.6724,21.1613,12.1429,20.7767,17.0515,22.384,10.2589,19.8268,20.1273,12.4009,21.5375,22.5412,23.1371,18.5651,#N/A N/A,12.8966,#N/A N/A,21.4149,15.9471,17.5043
3/31/2005,45.2935,19.1347,27.5755,14.9412,21.3383,10.1887,26.0074,#N/A N/A,11.7636,16.9204,19.9956,20.0259,21.6645,11.931,20.1304,15.7273,22.4319,10.8261,19.336,19.2847,12.3915,21.1155,22.6728,22.9279,18.186,#N/A N/A,12.4785,#N/A N/A,20.7925,13.8928,17.4776
4/29/2005,39.1957,19.6301,28.0755,14.3873,19.6721,9.0861,22.85,#N/A N/A,11.4214,14.9241,16.7133,18.816,21.3801,12.2379,20.9855,14.803,20.0183,11.3378,20.24,17.7801,12.6963,21.5737,22.0988,22.7188,18.1968,#N/A N/A,12.584,#N/A N/A,19.1626,13.2937,16.8684
5/31/2005,43.163,20.0585,30.1415,15.3775,22.0628,9.3972,23.7502,#N/A N/A,11.1429,16.6034,16.5317,21.544,20.9034,12.3276,21.5604,15.6263,20.0654,10.8495,20.64,18.3073,13.0374,21.9721,23.3827,23.3558,19.0877,#N/A N/A,12.4364,#N/A N/A,19.1992,13.1002,17.3235
6/30/2005,30.5477,20.3471,27.2727,14.162,21.7555,9.4094,21.7941,#N/A N/A,11.6594,16.4135,15.8547,20.848,20.2492,13.1301,20.1691,13.7376,18.491,10.9609,18.9618,19.2873,12.8879,20.8498,11.2621,23.754,17.6158,#N/A N/A,12.1924,#N/A N/A,19.5935,12.3858,17.498
7/29/2005,35.3942,21.0236,27.2769,16.0208,20.8515,9.7611,20.9084,#N/A N/A,12.2834,17.4739,17.8333,20.5606,19.4407,13.0632,20.7393,15.4307,19.1816,11.0534,19.5496,18.6637,12.5,21.9881,12.5413,23.8269,17.3928,#N/A N/A,12.0795,#N/A N/A,19.5833,12.6616,18.1307
8/31/2005,38.9461,21.1154,27.6942,16.4903,19.1855,10.3315,20.5414,#N/A N/A,10.8363,16.1928,17.2265,19.4848,19.2675,12.5985,20.8531,16.0644,18.1969,10.0463,20.916,16.137,12.0142,21.9289,12.2536,23.4624,17.1527,#N/A N/A,11.5431,#N/A N/A,17.8413,12.9095,17.8592
9/30/2005,34.3654,21.0377,29.4156,16.2968,19.5231,10.2583,20.0077,#N/A N/A,11.8499,15.3173,16.3381,18.3955,18.8333,11.9894,19.8119,17,18.1584,10.346,19.6412,16.7035,12.1214,22.8692,14.5682,24.5952,17.2226,#N/A N/A,11.6276,#N/A N/A,17.3889,12.708,18.2918
10/31/2005,36.9167,20.8243,27.9827,14.5881,18.3684,9.0444,20.2067,#N/A N/A,12.3168,15.7241,16.6762,17.5373,18.6369,12.9399,19.6239,16.0406,18.8069,10.73,19.6183,17.1881,10.5534,21.5346,14.6201,25.3348,17.0365,#N/A N/A,11.2079,#N/A N/A,18.4086,11.228,17.9197
11/30/2005,43.4744,21.5146,29.5195,16.0277,18.4632,9.0824,20.6711,#N/A N/A,11.4631,16.0077,18.1059,19.9104,18.378,13.5159,19.5826,17.1827,19.4257,11.1787,21.1527,16.8577,10.2913,21.9962,15.1071,26.1969,17.887,#N/A N/A,11.375,#N/A N/A,18.8949,11.606,18.5476
12/30/2005,38.6505,20.9187,28.096,14.3172,18.0211,8.6804,19.5465,#N/A N/A,11.352,15.5096,15.3645,17.5775,17.7286,13.5925,18.4908,16.6108,18.6747,12.4745,20.2713,17.1522,11.8376,22.2615,15.4034,26.7845,17.8057,#N/A N/A,11.2491,#N/A N/A,18.2101,10.4991,19.2696
1/31/2006,40.5968,21.3211,27.324,16.8278,19.3438,9.0795,20.6393,#N/A N/A,12.5556,14.7993,15.1963,14.9789,16.9735,13.613,18.9817,17.2463,17.5301,13.5294,21.8217,15.998,13.0355,22.7808,15.6483,25.6121,18.5892,#N/A N/A,11.8243,#N/A N/A,17.2052,11.729,19.4394
2/28/2006,36.8495,21.9024,29.076,18.1115,21.0833,8.6361,22.8247,#N/A N/A,10.5519,15.3832,14.9981,14.507,17.0059,14.089,19.2523,17.197,17.7325,13.6706,20.8527,16.4045,13.2944,23.05,14.8207,25.0991,18.6306,#N/A N/A,12.5862,#N/A N/A,16.9254,11.0972,19.6694
3/31/2006,31.6768,20.4475,28.7565,16.2466,22.5729,8.211,21.6687,#N/A N/A,11.7222,15.438,14.7796,14.9692,17.2151,14.0202,19.0318,16.4402,17.4,13,21.093,16.087,12.3366,21.8258,13.5682,22.8,17.8369,#N/A N/A,13.6293,#N/A N/A,17.6269,10.9264,18.3633
4/28/2006,35.5505,20.9377,30.7934,17.1357,21.5979,8.6431,21.723,#N/A N/A,11.9709,14.0599,14.7563,15.3692,17.0378,15.2795,19.0727,16.5407,19.6391,12.7011,18.7209,15.4707,12.5396,22.0492,14.2955,20.302,19.3262,#N/A N/A,13.2171,#N/A N/A,16.2563,11.325,18.6537
5/31/2006,30.1869,21.1518,30.7196,16.5045,20.2887,8.4688,23.6965,#N/A N/A,9.1707,13.4225,14.319,13.8615,17.5058,14.3569,20.0136,15.8708,19.2322,12.2841,17.5581,14.9275,11.7129,20.5492,14.2922,17.9429,19.2369,#N/A N/A,12.4888,#N/A N/A,17.491,10.9354,18.3274
6/30/2006,26.5674,20.083,28.6399,15.3251,20.134,8.3865,21.2958,#N/A N/A,9.1391,12.6021,13.3368,17.0721,17.0227,12.8049,19.0354,16.3107,18.6106,12.9184,18.4921,15.0558,11.3382,20.824,14.6645,17.4241,18.5982,#N/A N/A,14.0932,#N/A N/A,17.3899,10.1238,17.0128
7/31/2006,31.6093,19.6453,27.0699,14.5823,17.85,8.8892,21.0757,#N/A N/A,9.2801,12.2218,13.4392,16.2162,17.7699,13.9085,19.6903,17.1796,16.2212,14.2801,19.0714,14.684,12.5556,21.0487,15.0658,18.6109,18.2375,#N/A N/A,14.2321,#N/A N/A,15.8363,11.1782,17.0129
8/31/2006,31.5581,19.8264,26.1888,13.6523,21.99,8.7027,21.0473,#N/A N/A,9.0255,12.0739,14.0573,17.6036,18.3693,13.9207,19.8274,17.4272,16.5207,14.3794,20.3889,15.4122,13.314,23.1835,14.4408,20.214,18.39,#N/A N/A,14.8044,#N/A N/A,15.9146,11.1667,17.3102
9/29/2006,33.7851,20.3927,21.6621,12.8016,23,8.0571,19.3032,#N/A N/A,10.2714,12.7711,13.7714,20.7778,17.7918,13.6116,19.342,17.863,16.8753,15.7519,21.0231,16.7214,13.3774,23.0409,10.5847,17.8261,17.7451,#N/A N/A,16.2348,#N/A N/A,17.5516,10.3072,16.4107
10/31/2006,35.5614,21.0218,21.9396,11.8113,23.4272,8.3478,19.6467,#N/A N/A,11.5234,13.4765,15.5176,21.5556,18.4658,13.7507,20.2251,19.1416,17.8776,17.0752,22.0846,17.5344,12.5708,23.5651,11.5418,17.6739,18.409,#N/A N/A,16.1779,#N/A N/A,17.4134,10.9708,16.9522
11/30/2006,40.2105,21.3527,24.3214,12.0681,26.0971,8.9839,20.6396,#N/A N/A,9.8833,13.7076,15.4487,21.5657,18.0575,13.4145,20.2727,19.1644,18.4717,16.7331,22.5615,18.8476,12.967,23.342,11.6953,17.7826,18.0756,#N/A N/A,15.8546,#N/A N/A,16.2898,11.7988,17.1358
12/29/2006,30.6282,20.9931,21.8818,11.6597,26.534,9.2724,19.8908,#N/A N/A,10.1142,14.4982,15.9524,23.0114,17.5585,12.9144,20.3586,19.443,17.3563,17.3016,24.2764,18.8629,12.5728,22.8719,9.1,17.7914,16.8065,#N/A N/A,15.1273,#N/A N/A,16.318,11.6992,15.9315
1/31/2007,30.9495,20.1453,22.0591,12.1806,23.955,9.1904,20.4132,#N/A N/A,10.7641,15.4905,16.2808,23.8182,17.766,13.6176,20.2025,19.4518,16.5479,17.7579,25.0894,18.821,12.7379,23.0854,8.6186,17.3046,18.2849,#N/A N/A,15.6472,#N/A N/A,16.4448,11.313,16.116
2/28/2007,30.5451,19.6782,21.4951,12.2471,23.3694,8.652,19.885,#N/A N/A,9.4648,15.057,15.2726,22.5568,16.7686,13.2086,19.6962,19.1754,16.4989,17.5238,22.9024,22.2751,12.1165,22.5943,8.6034,17.2848,17.6425,#N/A N/A,15.2045,#N/A N/A,16.6552,10.9435,15.6652
3/30/2007,29.3091,18.4314,20.5335,12.6711,23,9.2566,19.3024,#N/A N/A,9.7009,13.9696,15.1543,21.4944,15.3333,11.7427,19.6721,18.6929,16.6152,17.1202,19.9071,22.6567,11.7488,21.6301,8.5712,17.1981,16.8831,#N/A N/A,14.9466,#N/A N/A,16.1897,11.0956,15.2832
4/30/2007,31.4826,19.8268,21.4781,13.7278,22.4706,9.7359,19.6108,#N/A N/A,10.2634,15.7137,16.4325,24.1573,16.341,12.6456,21.3893,20.0332,17.9935,19.938,21.3857,22.968,12.307,22.024,8.957,17.2273,17.4364,#N/A N/A,15.0491,#N/A N/A,16.2993,11.6735,16.1874
5/31/2007,38.347,21.2353,23.2309,14.8544,22.6218,10.199,19.8686,#N/A N/A,10.7608,16.1286,17.1383,24.9101,16.0992,12.5801,21.7172,20.9751,19.1217,20.3295,21.9071,22.6096,12.786,21.7637,8.9685,17.7825,18.3247,#N/A N/A,17.1579,#N/A N/A,16.1905,12.2309,16.8872
6/29/2007,34.1849,19,20.2869,15.6287,23.4034,10.1862,18.5543,#N/A N/A,10.1049,16.3278,16.3941,25.2766,15.405,11.0616,20.5137,19.1547,18.1569,18.6517,19.7785,23.2231,12.3527,20.1283,8.3204,15.6391,17.6883,#N/A N/A,15.7602,#N/A N/A,16.3639,12.1389,16.0224
7/31/2007,36.9076,18.1801,21.8207,15.7285,23.128,10.3096,17.9348,#N/A N/A,8.7804,15.75,17.2352,25.1277,15.125,10.0479,20.4353,18.0642,18.6025,18.5955,19.4564,22.49,11.3575,20.3487,7.8974,14.8104,18.197,#N/A N/A,16.3153,#N/A N/A,15.4195,12.3198,15.7598
8/31/2007,38.7899,18.205,20.4008,15.1238,25.536,10.6119,18.2609,#N/A N/A,7.2373,16.2331,18.176,27.3936,15.4475,10.1644,21.0902,18.5849,19.0356,18.7903,19.2819,20.9054,12,21.4836,7.86,15.2936,18.611,#N/A N/A,16.032,#N/A N/A,14.6409,12.4067,15.9337
9/28/2007,39.1684,17.4106,20.6673,15.1118,26.488,11.8157,18.1,#N/A N/A,8.912,13.7458,17.7143,24.3962,16.1029,10.2966,21.7689,19.5233,19.098,17.7021,18.5283,21.7662,11.5782,22.1893,7.4248,14.1608,19.2998,#N/A N/A,16.4105,#N/A N/A,14.6477,13.5322,16.7836
10/31/2007,48.4566,17.8739,19.4075,14.3757,24.6716,11.5543,18.2263,#N/A N/A,10.1941,13.7,17.4617,25.3774,15.973,10.5618,23.3939,21.3978,17.6245,19.9521,23.1509,24.5863,11.6635,21.9306,7.7006,14.3713,18.3669,#N/A N/A,17.0738,#N/A N/A,14.7822,13.4488,16.7905
11/30/2007,46.4847,17.2962,18.2165,13.8536,20.9104,11.0821,17.4474,#N/A N/A,9.1609,12.4174,15.8165,24.6038,16.6029,10.2517,23.5227,20.957,16.9918,20.3288,21.1321,23.1979,11.2607,23.3438,7.8333,16.0819,17.9305,#N/A N/A,16.0139,#N/A N/A,15.6618,13.0351,16.1176
12/31/2007,43.63,15.0347,16.7548,13.5121,20.2015,10.98,15.6699,#N/A N/A,8.6924,11.713,15.0348,22.7863,16.0723,10.1748,22.7296,20.244,16.8978,18.0466,19.3478,22.6996,10.3318,22.3161,8.006,16.6286,17.4749,#N/A N/A,17.0762,#N/A N/A,15.5408,12.8695,16.4133
1/31/2008,29.815,14.2543,15.9349,13.2477,17.6259,9.9412,14.5291,#N/A N/A,8.1152,13.3348,14.9291,18.1197,15.2434,11.0839,21.9148,18.4021,15.9619,14.3727,17.7174,21.8233,10.6318,20.0456,7.1577,14.5257,16.7603,#N/A N/A,15.1806,#N/A N/A,16.0081,11.8681,15.6023
2/29/2008,27.5374,12.2254,15.8602,13.4693,17.5324,10.1953,15.733,#N/A N/A,7.9638,11.8527,15.8359,17.0513,14.9301,9.4755,21.6519,18.5945,15.7114,13.7578,14.7935,17.654,10.1273,20.1155,6.9063,13.28,16.0982,#N/A N/A,14.1957,#N/A N/A,15.6022,11.9519,14.5433
3/31/2008,29.3456,12.3853,13.0245,14.0054,17.3309,9.3596,14.1991,#N/A N/A,7.7648,12.4866,15.0904,17.3607,15.2635,12.9367,21.6619,18.0485,15.5501,11.6055,15.5934,19.9413,9.8263,20.9164,7.0575,9.7062,15.1586,#N/A N/A,13.9391,#N/A N/A,16.5744,10.9987,15.3106
4/30/2008,35.5726,13.6034,14.8616,14.6476,18.1844,10.5428,14.6742,#N/A N/A,8.9845,12.8571,15.8191,18.2459,15.7859,14.3524,20.9502,19.2816,15.1081,11.633,15.6703,19.5894,9.4413,20.0149,7.4336,9.2175,15.9626,#N/A N/A,14.7814,#N/A N/A,17.794,12.1027,15.9639
5/30/2008,38.5992,13.1303,14.4956,14.7835,18.9504,10.8717,15.2036,#N/A N/A,8.4205,12.5931,16.9633,19,15.7035,12.9518,20.3772,19.1974,15.2377,11.9144,15.5604,19.3683,9.0892,19.7164,7.3466,9.6638,15.6476,#N/A N/A,14.7775,#N/A N/A,17.7204,11.5423,15.7487
6/30/2008,32.2,11.6625,11.4495,12.1215,16.4965,10.2832,13.8667,#N/A N/A,8.3484,10.7796,14.6153,16.3969,14.6895,13.0954,17.5017,16.9849,13.2552,11.4005,14.4789,16.8867,7.7301,17.5751,6.626,7.9066,13.0169,#N/A N/A,13.1914,#N/A N/A,17.2477,10.8401,16.7935
7/31/2008,30.5673,11.4923,10.6463,11.4154,15.4859,8.7718,13.4889,#N/A N/A,8.7847,10.9684,15.7805,16.9389,15.6324,15.5076,17.3401,18.0634,13.4076,9.9516,13.5368,16.6232,8.2611,18.9249,6.7359,8.4578,13.4979,#N/A N/A,12.6846,#N/A N/A,17.4547,9.893,16.7844
8/29/2008,32.6019,12.2848,11.4216,11.6141,16.9366,8.9544,14.3778,#N/A N/A,9.8599,12.7951,15.0099,17.458,16.0799,14.6908,17.532,18.7311,13.6381,10.7895,14.3632,16.6511,8.4558,20.1647,6.742,9.1717,13.8376,#N/A N/A,13.0871,#N/A N/A,17.5887,9.8413,17.0396
9/30/2008,16.9389,11.6931,9.837,9.8026,15.8873,7.1411,13.5796,#N/A N/A,7.6969,12.2148,13.7925,13.6715,15.4298,24.3229,17.1133,17.4788,12.697,9.4322,13.858,18.3791,8.0174,19.8547,8.5444,8.1903,12.1579,29.0948,11.8166,#N/A N/A,17.8329,8.6098,16.4028
10/31/2008,16.0343,9.0759,8.9657,6.278,12.5825,6.4589,11.4602,#N/A N/A,5.5622,11.9168,10.9634,11.6788,13.6615,21.4844,14.2589,16.4108,11.9517,9.2499,11.5942,15.8324,7.7,18.3875,8.0435,7.6548,11.1255,26.2322,10.9255,#N/A N/A,16.2238,8.2173,14.0559
11/28/2008,13.8107,7.6931,7.3122,6.7418,11.7116,6.8407,9.9646,#N/A N/A,16.9871,11.6743,9.6226,10.073,13.0468,16.4896,15.1683,16.6431,12.4405,7.9857,10.4986,14.2761,7.1435,18.3333,8.2514,6.7774,9.8239,24.91,12.0228,#N/A N/A,16.2442,8.8858,13.3304
12/31/2008,11.4564,6.7455,6.8823,7.8922,11.5417,6.5057,11.1225,#N/A N/A,18.1484,11.6289,9.3929,13.0893,13.1495,32.5052,14.3714,16.9455,11.1512,8.8733,10.3173,13.6729,7.2881,17.9188,8.626,8.9865,10.7847,24.8959,12.5823,#N/A N/A,16.2965,9.4698,16.0354
1/30/2009,12.098,6.0836,6.8242,5.4505,11.3389,6.2023,10.1373,#N/A N/A,17.3613,12.021,10.2288,11.5179,12.6791,26.299,13.5619,15.8093,10.4244,8.3333,9.0754,12.1314,6,15.7971,7.374,9.5709,9.6559,23.4245,11.0865,#N/A N/A,13.5485,9.0724,14.6782
2/27/2009,11.9879,4.3855,5.071,4.3481,11.0359,5.3395,8.2206,#N/A N/A,19.5871,11.6636,10.2712,11.375,10.989,23.5567,12.9683,14.2371,8.8101,7.0636,8.5712,10.4155,5.0658,13.9623,6.8989,6.6385,8.2153,26.918,10.5892,#N/A N/A,14.1581,8.0546,12.9575
3/31/2009,13.1072,6.8244,6.5132,6.0626,12.7022,7.0057,9.5774,#N/A N/A,20.8168,13.1544,10.7611,15.7174,11.5604,28.5115,13.9524,14.7858,10.8449,8.0585,10.0076,11.7598,5.8479,13.6098,9.0152,7.0038,8.9672,26.5014,11.0426,#N/A N/A,14.9804,9.3033,18.5483
4/30/2009,15.6895,12.6275,7.3315,7.7149,15.8453,6.8869,11.5498,#N/A N/A,25.2306,14.6954,11.463,16.4798,11.5077,35.398,13.7793,14.439,12.5636,7.3024,11.0372,13.1592,5.7362,14.289,9.1261,7.8705,10.1899,30.9627,11.0938,#N/A N/A,14.4501,9.1079,19.9599
5/29/2009,16.9339,12.4422,8.2101,7.6888,15.1728,6.9463,12.7734,#N/A N/A,28.3859,13.4522,11.804,16.4171,12.1231,39.5814,15.735,15.9834,12.4546,8.3086,11.3804,14.2533,6.522,15.0116,9.0196,8.9011,10.9764,32.2735,10.6989,#N/A N/A,14.2608,9.474,20.7987
6/30/2009,16.2221,15.2686,7.7336,9.1985,15.2876,8.606,13.0087,#N/A N/A,25.3055,13.7252,11.125,18.9519,12.7442,35.5461,15.3605,15.4485,13.6207,8.5806,13.6949,12.9367,6.7636,14.517,9.5625,8.1989,11.2297,30.9414,11.003,#N/A N/A,13.8881,11.8718,12.2193
7/31/2009,18.6093,18.6127,7.8082,12.2666,20.048,9.0243,14.0068,#N/A N/A,28.0276,15.5322,12.5644,22.0437,13.6619,40.2773,16.4794,14.7955,15.9822,9.2097,13.5509,14.1509,7.183,15.7699,10.0355,9.2099,11.7721,32.5317,11.4828,#N/A N/A,14.179,11.9533,13.3063
8/31/2009,19.1583,22.2196,9.0383,12.6146,19.6746,9.0853,14.5198,#N/A N/A,28.3983,16.3405,12.5772,23.269,13.5609,45.2898,16.1256,15.1126,16.3403,9.9524,14.202,13.8041,7.5302,15.3722,11.7481,9.1902,12.829,35.3346,11.114,#N/A N/A,14.4605,11.7427,13.7893
9/30/2009,20.4377,28.1565,10.4496,19.4665,21.4416,12.6619,15.3116,#N/A N/A,19.1696,15.9513,12.2304,23.306,13.652,28.1848,17.7557,14.9391,16.9184,7.7495,15.6345,16.1243,7.9303,16.4545,9.1989,7.8086,13.6541,33.5766,11.1299,#N/A N/A,13.9545,16.0351,15.3885
10/30/2009,20.7828,28.9373,9.2242,20.8811,22.166,13.7604,15.1046,#N/A N/A,17.695,15.3626,12.3326,22.7582,13.2395,26.8663,17.6684,15.3423,16.8657,7.578,16.7457,15.4963,8.1603,16.4773,9.3035,8.0923,13.7707,36.8075,10.8799,#N/A N/A,13.9243,16.7503,15.4067
11/30/2009,22.0408,34.743,10.1139,22.1439,22.6995,14.03,16.6774,#N/A N/A,17.642,16.7525,12.9196,22.8653,14.0892,27.3294,18.9577,16.5569,17.7529,8.8716,17.7602,16.3345,8.7066,17.7131,9.7893,8.9406,15.0682,39.3533,11.5674,#N/A N/A,15.2892,17.5449,16.4094
12/31/2009,20.5918,33.938,6.1882,28.6224,23.2234,15.456,17.2654,#N/A N/A,7.3,17.7138,12.8998,16.648,14.1939,16.8195,18.6249,15.5196,17.619,8.9195,15.8329,16.6315,10.4586,16.2984,7.8243,9.4169,15.4123,39.1409,12.8995,#N/A N/A,14.9809,17.0103,16.0959
1/29/2010,18.7617,31.5426,6.9279,26.2368,20.5666,14.4784,15.8199,#N/A N/A,6.4301,16.8619,12.0612,15.8319,13.8524,15.7176,17.7263,15.5171,17.1544,9.3198,14.6333,16.0475,10.7288,16.5457,7.9514,10.1955,14.9838,36.7108,11.4549,#N/A N/A,14.4992,16.0724,15.432
2/26/2010,19.9824,31.9865,7.2205,28.6526,22.2691,14.5145,16.7247,#N/A N/A,6.76,18.7823,12.5312,16.7541,13.8832,16.9406,17.2264,15.8701,17.0819,9.0025,14.8826,17.7649,10.0906,17.0108,8.2527,10.4612,15.2436,38.1653,11.2642,#N/A N/A,14.6729,16.2146,15.8274
3/31/2010,19.9431,25.4416,8.4647,30.633,23.8251,11.4224,18.6894,#N/A N/A,6.8365,19.4746,12.3534,14.6101,14.368,12.945,17.9714,15.81,15.7872,10.6942,15.0474,19.3154,9.8606,16.6939,8.0334,9.5054,16.0648,37.4176,12.8746,#N/A N/A,15.0881,15.0147,15.4605
4/30/2010,22.1664,28.4383,8.4437,33.187,22.0251,12.2674,19.2668,#N/A N/A,5.8176,20.1668,12.4256,14.9842,14.0622,12.3173,16.677,16.727,16.7506,10.0328,15.7003,19.9487,10.6137,16.4011,7.5568,8.8188,16.3573,37.0888,11.9906,#N/A N/A,14.1743,15.2097,15.5775
5/31/2010,21.8302,24.5845,7.4819,29.6144,18.9488,11.1271,17.4782,#N/A N/A,5.7799,19.3716,12.0654,14.0588,12.75,11.4495,16.0374,15.8455,14.9824,9.6463,13.2635,18.7028,9.6679,16.1187,7.3676,8.458,14.7052,29.7845,11.422,#N/A N/A,13.3579,13.5531,14.3036
6/30/2010,18.9405,17.5538,7.6281,24.3602,17.4352,8.1833,16.4741,#N/A N/A,6.1519,16.0591,11.6589,10.6428,12.9162,9.0953,15.638,15.0241,14.0657,12.0999,11.0416,17.4548,9.0521,16.388,7.3072,7.6976,13.9457,26.2571,12.6024,#N/A N/A,12.7,10.7499,12.9332
7/30/2010,19.3712,19.7381,8.2834,28.2857,17.241,9.1902,16.3344,#N/A N/A,7.0681,15.8166,12.1234,11.272,12.3687,10.007,16.4712,15.9045,15.232,11.9234,12.3852,19.0284,9.6706,16.7104,7.4852,8.2532,15.2756,27.222,13.9879,#N/A N/A,13.2444,11.2416,13.6947
8/31/2010,18.3261,17.629,7.4312,26.4243,14.9841,8.943,15.8011,#N/A N/A,6.4176,15.4283,11.6353,9.6961,12.1408,9.0332,16.7132,16.664,13.9873,12.1656,11.2671,17.6322,10.2702,16.3033,7.2671,8.5974,14.0102,25.6002,14.2045,#N/A N/A,12.9727,11.1436,13.1043
9/30/2010,18.7294,16.0087,8.1363,24.1651,16.3666,9.5706,16.0532,#N/A N/A,7.6212,17.5752,12.2643,9.6345,13.1927,8.4066,17.4903,16.4593,15.0119,21.4513,10.624,20.1864,11.0696,16.1644,7.5073,8.9137,14.8656,25.0217,15.879,#N/A N/A,13.8473,10.7105,13.2762
10/29/2010,19.8594,15.7916,8.6377,24.1405,16.5784,9.7548,17.501,#N/A N/A,8.4841,16.2575,13.1292,10.0553,13.3949,8.3095,17.8466,17.1794,14.5808,21.1424,11.5567,20.5139,12.0115,17.1348,7.954,9.1523,15.6044,26.3392,15.8205,#N/A N/A,13.7411,11.5217,13.6117
11/30/2010,20.538,16.4619,7.7976,25.9833,13.9134,9.5611,17.6948,#N/A N/A,8.2305,15.9048,12.9335,10.5814,12.9489,8.2543,18.385,17.2965,14.5392,20.0876,10.9363,20.7542,11.2452,16.4609,7.7796,9.2716,15.7088,24.8835,15.5964,#N/A N/A,13.7208,12.0573,13.474
12/31/2010,18.0101,14.4825,16.2791,21.6053,14.6904,9.6239,16.6253,#N/A N/A,11.5488,18.4582,12.8328,10.3247,12.9794,8.2306,19.5468,16.6732,14.9928,29.0497,11.9922,20.5831,11.9035,17.2005,8.766,8.5337,15.9786,22.0816,17.5476,#N/A N/A,13.6803,11.5163,13.4716
1/31/2011,18.9458,14.6378,17.3317,22.3781,15.8054,10.0121,17.2281,#N/A N/A,11.237,18.203,14.1654,10.5358,12.5429,8.7195,18.679,16.002,15.2742,26.7364,11.9085,19.8747,12.3862,16.8797,8.8526,9.7011,16.5023,21.9153,17.4692,#N/A N/A,13.7462,12.707,13.7519
2/28/2011,19.7214,14.7019,17.9628,23.7437,13.8699,10.9423,19.3866,#N/A N/A,11.248,18.5495,14.1549,10.5407,12.8934,9.0591,18.997,16.4386,16.023,26.2527,11.4167,21.0972,13.0796,16.8583,9.43,10.0627,16.957,22.9193,18.1067,#N/A N/A,12.7435,13.4709,14.1386
3/31/2011,16.6087,14.1213,18.0965,19.5894,12.8162,10.3952,19.0985,#N/A N/A,12.4567,18.3465,13.7796,9.9025,12.4338,8.5148,19.7191,16.0994,16.0103,20.212,10.4411,17.9384,13.807,16.2105,8.4666,10.2391,16.7395,21.3619,18.6444,#N/A N/A,12.7606,11.8209,13.5959
4/29/2011,16.5982,15.3335,19.5285,20.3036,13.357,10.5897,19.0214,#N/A N/A,11.8703,17.7703,14.4142,10.6829,13.6397,8.428,19.6393,16.5691,16.6455,22.0122,10.7128,19.5071,13.4362,17.0789,9.0075,11.152,17.7144,22.6677,18.2767,#N/A N/A,13.1542,12.3647,14.0839
5/31/2011,16.5791,16.1207,19.1001,18.613,12.7789,10.1513,18.3726,#N/A N/A,11.0622,17.3589,14.2748,10.3697,13.9656,7.9865,19.4501,17.2525,16.161,22.502,10.297,19.1932,13.7503,17.6316,8.8367,11.0886,17.3564,23.5207,17.8655,#N/A N/A,13.2117,11.7282,13.8192
6/30/2011,13.2886,14.931,17.366,16.6896,11.8738,8.9445,17.2296,#N/A N/A,10.3845,17.3301,13.8999,10.2084,13.8058,6.9654,19.5898,17.0589,16.0763,15.9575,9.9673,20.45,13.2054,16.1756,12.1474,11.1896,17.1849,22.1779,17.799,#N/A N/A,12.714,10.6933,13.3454
